../data/final/netrd/SIS/timeseries_bull_1k_0.2_dontdie.pickle
../data/final/netrd/SIS/edges_bull.pickle
SEED: 0
NUM_RUNS: 1
BATCH_SIZE: 100
NUM_DYN_EPOCHS: 200
FORMAT: timeseries
HIDDEN_SIZE: 128
USE_TESTSET: True
tensor([[0., 1., 1., 0., 0.],
        [1., 0., 1., 1., 0.],
        [1., 1., 0., 0., 1.],
        [0., 1., 0., 0., 0.],
        [0., 0., 1., 0., 0.]])
num samples: 1000
NUM_TRAIN_SAMPLES: 799
NUM_TRAIN_BATCHES: 8
NUM_TEST_SAMPLES: 200
NUM_TEST_BATCHES: 2
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 200
IS_CONTINUOUS: False
USE_MAX: False
evaluating: matrix 0, run 0. Mean loss in evaluation epoch: 0.44642773270606995, epochs needed: 200
evaluating: matrix 69, run 0. Mean loss in evaluation epoch: 0.4361477196216583, epochs needed: 200
evaluating: matrix 70, run 0. Mean loss in evaluation epoch: 0.4477302134037018, epochs needed: 200
evaluating: matrix 71, run 0. Mean loss in evaluation epoch: 0.44286414980888367, epochs needed: 200
evaluating: matrix 72, run 0. Mean loss in evaluation epoch: 0.4407120943069458, epochs needed: 200
evaluating: matrix 73, run 0. Mean loss in evaluation epoch: 0.4414955973625183, epochs needed: 200
evaluating: matrix 74, run 0. Mean loss in evaluation epoch: 0.4307164251804352, epochs needed: 200
evaluating: matrix 75, run 0. Mean loss in evaluation epoch: 0.4443846344947815, epochs needed: 200
evaluating: matrix 76, run 0. Mean loss in evaluation epoch: 0.44755980372428894, epochs needed: 200
evaluating: matrix 77, run 0. Mean loss in evaluation epoch: 0.4355439245700836, epochs needed: 200
evaluating: matrix 78, run 0. Mean loss in evaluation epoch: 0.443889319896698, epochs needed: 200
evaluating: matrix 79, run 0. Mean loss in evaluation epoch: 0.44094765186309814, epochs needed: 200
evaluating: matrix 80, run 0. Mean loss in evaluation epoch: 0.4422540068626404, epochs needed: 200
evaluating: matrix 81, run 0. Mean loss in evaluation epoch: 0.4310453534126282, epochs needed: 200
evaluating: matrix 82, run 0. Mean loss in evaluation epoch: 0.441396027803421, epochs needed: 200
evaluating: matrix 83, run 0. Mean loss in evaluation epoch: 0.4312661588191986, epochs needed: 200
evaluating: matrix 84, run 0. Mean loss in evaluation epoch: 0.4369467496871948, epochs needed: 200
evaluating: matrix 85, run 0. Mean loss in evaluation epoch: 0.43267303705215454, epochs needed: 200
evaluating: matrix 86, run 0. Mean loss in evaluation epoch: 0.44109731912612915, epochs needed: 200
evaluating: matrix 87, run 0. Mean loss in evaluation epoch: 0.43127039074897766, epochs needed: 200
evaluating: matrix 88, run 0. Mean loss in evaluation epoch: 0.44212213158607483, epochs needed: 200
evaluating: matrix 89, run 0. Mean loss in evaluation epoch: 0.44025057554244995, epochs needed: 200
evaluating: matrix 90, run 0. Mean loss in evaluation epoch: 0.44184577465057373, epochs needed: 200
evaluating: matrix 91, run 0. Mean loss in evaluation epoch: 0.4385286569595337, epochs needed: 200
evaluating: matrix 92, run 0. Mean loss in evaluation epoch: 0.43907204270362854, epochs needed: 200
evaluating: matrix 93, run 0. Mean loss in evaluation epoch: 0.432944655418396, epochs needed: 200
evaluating: matrix 94, run 0. Mean loss in evaluation epoch: 0.4440344572067261, epochs needed: 200
evaluating: matrix 95, run 0. Mean loss in evaluation epoch: 0.43738335371017456, epochs needed: 200
evaluating: matrix 96, run 0. Mean loss in evaluation epoch: 0.44017261266708374, epochs needed: 200
evaluating: matrix 97, run 0. Mean loss in evaluation epoch: 0.44465380907058716, epochs needed: 200
evaluating: matrix 98, run 0. Mean loss in evaluation epoch: 0.4371629059314728, epochs needed: 200
evaluating: matrix 99, run 0. Mean loss in evaluation epoch: 0.44183599948883057, epochs needed: 200
evaluating: matrix 100, run 0. Mean loss in evaluation epoch: 0.4429265856742859, epochs needed: 200
evaluating: matrix 101, run 0. Mean loss in evaluation epoch: 0.44056129455566406, epochs needed: 200
evaluating: matrix 102, run 0. Mean loss in evaluation epoch: 0.4439808130264282, epochs needed: 200
evaluating: matrix 103, run 0. Mean loss in evaluation epoch: 0.43652909994125366, epochs needed: 200
evaluating: matrix 104, run 0. Mean loss in evaluation epoch: 0.438271164894104, epochs needed: 200
evaluating: matrix 105, run 0. Mean loss in evaluation epoch: 0.444585382938385, epochs needed: 200
evaluating: matrix 106, run 0. Mean loss in evaluation epoch: 0.42836540937423706, epochs needed: 200
evaluating: matrix 107, run 0. Mean loss in evaluation epoch: 0.43677467107772827, epochs needed: 200
evaluating: matrix 108, run 0. Mean loss in evaluation epoch: 0.44609275460243225, epochs needed: 200
evaluating: matrix 109, run 0. Mean loss in evaluation epoch: 0.44500893354415894, epochs needed: 200
evaluating: matrix 110, run 0. Mean loss in evaluation epoch: 0.4424223303794861, epochs needed: 200
evaluating: matrix 111, run 0. Mean loss in evaluation epoch: 0.4424484968185425, epochs needed: 200
evaluating: matrix 112, run 0. Mean loss in evaluation epoch: 0.4403775930404663, epochs needed: 200
evaluating: matrix 113, run 0. Mean loss in evaluation epoch: 0.4384150207042694, epochs needed: 200
evaluating: matrix 114, run 0. Mean loss in evaluation epoch: 0.44381076097488403, epochs needed: 200
evaluating: matrix 115, run 0. Mean loss in evaluation epoch: 0.44344663619995117, epochs needed: 200
evaluating: matrix 116, run 0. Mean loss in evaluation epoch: 0.4481033682823181, epochs needed: 200
evaluating: matrix 117, run 0. Mean loss in evaluation epoch: 0.43978503346443176, epochs needed: 200
evaluating: matrix 118, run 0. Mean loss in evaluation epoch: 0.43842843174934387, epochs needed: 200
evaluating: matrix 119, run 0. Mean loss in evaluation epoch: 0.439578115940094, epochs needed: 200
evaluating: matrix 120, run 0. Mean loss in evaluation epoch: 0.4399610161781311, epochs needed: 200
evaluating: matrix 121, run 0. Mean loss in evaluation epoch: 0.4359944462776184, epochs needed: 200
evaluating: matrix 122, run 0. Mean loss in evaluation epoch: 0.43978792428970337, epochs needed: 200
evaluating: matrix 123, run 0. Mean loss in evaluation epoch: 0.44145047664642334, epochs needed: 200
evaluating: matrix 124, run 0. Mean loss in evaluation epoch: 0.43590545654296875, epochs needed: 200
evaluating: matrix 125, run 0. Mean loss in evaluation epoch: 0.4413321614265442, epochs needed: 200
evaluating: matrix 126, run 0. Mean loss in evaluation epoch: 0.439835786819458, epochs needed: 200
evaluating: matrix 127, run 0. Mean loss in evaluation epoch: 0.4446631073951721, epochs needed: 200
evaluating: matrix 128, run 0. Mean loss in evaluation epoch: 0.44428756833076477, epochs needed: 200
evaluating: matrix 129, run 0. Mean loss in evaluation epoch: 0.4349396824836731, epochs needed: 200
evaluating: matrix 130, run 0. Mean loss in evaluation epoch: 0.44602489471435547, epochs needed: 200
evaluating: matrix 131, run 0. Mean loss in evaluation epoch: 0.4333142042160034, epochs needed: 200
evaluating: matrix 132, run 0. Mean loss in evaluation epoch: 0.4370861351490021, epochs needed: 200
evaluating: matrix 133, run 0. Mean loss in evaluation epoch: 0.4397772550582886, epochs needed: 200
evaluating: matrix 134, run 0. Mean loss in evaluation epoch: 0.44416528940200806, epochs needed: 200
evaluating: matrix 135, run 0. Mean loss in evaluation epoch: 0.4383453130722046, epochs needed: 200
evaluating: matrix 136, run 0. Mean loss in evaluation epoch: 0.44242990016937256, epochs needed: 200
evaluating: matrix 137, run 0. Mean loss in evaluation epoch: 0.4326953887939453, epochs needed: 200
evaluating: matrix 138, run 0. Mean loss in evaluation epoch: 0.4413689970970154, epochs needed: 200
evaluating: matrix 139, run 0. Mean loss in evaluation epoch: 0.4314349293708801, epochs needed: 200
evaluating: matrix 140, run 0. Mean loss in evaluation epoch: 0.4415731132030487, epochs needed: 200
evaluating: matrix 141, run 0. Mean loss in evaluation epoch: 0.4360731840133667, epochs needed: 200
evaluating: matrix 142, run 0. Mean loss in evaluation epoch: 0.4428580403327942, epochs needed: 200
evaluating: matrix 143, run 0. Mean loss in evaluation epoch: 0.43577247858047485, epochs needed: 200
evaluating: matrix 144, run 0. Mean loss in evaluation epoch: 0.4368477165699005, epochs needed: 200
evaluating: matrix 145, run 0. Mean loss in evaluation epoch: 0.4344814419746399, epochs needed: 200
evaluating: matrix 146, run 0. Mean loss in evaluation epoch: 0.4384620189666748, epochs needed: 200
evaluating: matrix 147, run 0. Mean loss in evaluation epoch: 0.4260632395744324, epochs needed: 200
evaluating: matrix 148, run 0. Mean loss in evaluation epoch: 0.4357423484325409, epochs needed: 200
evaluating: matrix 149, run 0. Mean loss in evaluation epoch: 0.4390978515148163, epochs needed: 200
evaluating: matrix 150, run 0. Mean loss in evaluation epoch: 0.43803614377975464, epochs needed: 200
evaluating: matrix 151, run 0. Mean loss in evaluation epoch: 0.43595635890960693, epochs needed: 200
evaluating: matrix 152, run 0. Mean loss in evaluation epoch: 0.4465157985687256, epochs needed: 200
evaluating: matrix 153, run 0. Mean loss in evaluation epoch: 0.4336468577384949, epochs needed: 200
evaluating: matrix 154, run 0. Mean loss in evaluation epoch: 0.44171714782714844, epochs needed: 200
evaluating: matrix 155, run 0. Mean loss in evaluation epoch: 0.43138545751571655, epochs needed: 200
evaluating: matrix 156, run 0. Mean loss in evaluation epoch: 0.4412292242050171, epochs needed: 200
evaluating: matrix 157, run 0. Mean loss in evaluation epoch: 0.43584197759628296, epochs needed: 200
evaluating: matrix 158, run 0. Mean loss in evaluation epoch: 0.4415472745895386, epochs needed: 200
evaluating: matrix 159, run 0. Mean loss in evaluation epoch: 0.43450242280960083, epochs needed: 200
evaluating: matrix 160, run 0. Mean loss in evaluation epoch: 0.4503540098667145, epochs needed: 200
evaluating: matrix 161, run 0. Mean loss in evaluation epoch: 0.4374605417251587, epochs needed: 200
evaluating: matrix 162, run 0. Mean loss in evaluation epoch: 0.44334131479263306, epochs needed: 200
evaluating: matrix 163, run 0. Mean loss in evaluation epoch: 0.44085144996643066, epochs needed: 200
evaluating: matrix 164, run 0. Mean loss in evaluation epoch: 0.4455772042274475, epochs needed: 200
evaluating: matrix 165, run 0. Mean loss in evaluation epoch: 0.4386528730392456, epochs needed: 200
evaluating: matrix 166, run 0. Mean loss in evaluation epoch: 0.4382080137729645, epochs needed: 200
evaluating: matrix 167, run 0. Mean loss in evaluation epoch: 0.43936866521835327, epochs needed: 200
evaluating: matrix 168, run 0. Mean loss in evaluation epoch: 0.44578447937965393, epochs needed: 200
evaluating: matrix 169, run 0. Mean loss in evaluation epoch: 0.44035613536834717, epochs needed: 200
evaluating: matrix 170, run 0. Mean loss in evaluation epoch: 0.44309690594673157, epochs needed: 200
evaluating: matrix 171, run 0. Mean loss in evaluation epoch: 0.44386720657348633, epochs needed: 200
evaluating: matrix 172, run 0. Mean loss in evaluation epoch: 0.4489056468009949, epochs needed: 200
evaluating: matrix 173, run 0. Mean loss in evaluation epoch: 0.4407030940055847, epochs needed: 200
evaluating: matrix 174, run 0. Mean loss in evaluation epoch: 0.4388893246650696, epochs needed: 200
evaluating: matrix 175, run 0. Mean loss in evaluation epoch: 0.4397399425506592, epochs needed: 200
evaluating: matrix 176, run 0. Mean loss in evaluation epoch: 0.4461996853351593, epochs needed: 200
evaluating: matrix 177, run 0. Mean loss in evaluation epoch: 0.43777790665626526, epochs needed: 200
evaluating: matrix 178, run 0. Mean loss in evaluation epoch: 0.44742104411125183, epochs needed: 200
evaluating: matrix 179, run 0. Mean loss in evaluation epoch: 0.43417805433273315, epochs needed: 200
evaluating: matrix 180, run 0. Mean loss in evaluation epoch: 0.4369041919708252, epochs needed: 200
evaluating: matrix 181, run 0. Mean loss in evaluation epoch: 0.43655383586883545, epochs needed: 200
evaluating: matrix 182, run 0. Mean loss in evaluation epoch: 0.44364964962005615, epochs needed: 200
evaluating: matrix 183, run 0. Mean loss in evaluation epoch: 0.43725448846817017, epochs needed: 200
evaluating: matrix 184, run 0. Mean loss in evaluation epoch: 0.43919146060943604, epochs needed: 200
evaluating: matrix 185, run 0. Mean loss in evaluation epoch: 0.43981486558914185, epochs needed: 200
evaluating: matrix 186, run 0. Mean loss in evaluation epoch: 0.4381065368652344, epochs needed: 200
evaluating: matrix 187, run 0. Mean loss in evaluation epoch: 0.4409581422805786, epochs needed: 200
evaluating: matrix 188, run 0. Mean loss in evaluation epoch: 0.44547027349472046, epochs needed: 200
evaluating: matrix 189, run 0. Mean loss in evaluation epoch: 0.44127899408340454, epochs needed: 200
evaluating: matrix 190, run 0. Mean loss in evaluation epoch: 0.44277334213256836, epochs needed: 200
evaluating: matrix 191, run 0. Mean loss in evaluation epoch: 0.44079166650772095, epochs needed: 200
evaluating: matrix 192, run 0. Mean loss in evaluation epoch: 0.4347150921821594, epochs needed: 200
evaluating: matrix 193, run 0. Mean loss in evaluation epoch: 0.4397924244403839, epochs needed: 200
evaluating: matrix 194, run 0. Mean loss in evaluation epoch: 0.4458904266357422, epochs needed: 200
evaluating: matrix 195, run 0. Mean loss in evaluation epoch: 0.4423045516014099, epochs needed: 200
evaluating: matrix 196, run 0. Mean loss in evaluation epoch: 0.44637155532836914, epochs needed: 200
evaluating: matrix 197, run 0. Mean loss in evaluation epoch: 0.438423752784729, epochs needed: 200
evaluating: matrix 198, run 0. Mean loss in evaluation epoch: 0.44653141498565674, epochs needed: 200
evaluating: matrix 199, run 0. Mean loss in evaluation epoch: 0.43582090735435486, epochs needed: 200
evaluating: matrix 200, run 0. Mean loss in evaluation epoch: 0.44273293018341064, epochs needed: 200
evaluating: matrix 201, run 0. Mean loss in evaluation epoch: 0.44087159633636475, epochs needed: 200
evaluating: matrix 202, run 0. Mean loss in evaluation epoch: 0.44083619117736816, epochs needed: 200
evaluating: matrix 203, run 0. Mean loss in evaluation epoch: 0.4393513798713684, epochs needed: 200
evaluating: matrix 204, run 0. Mean loss in evaluation epoch: 0.44006919860839844, epochs needed: 200
evaluating: matrix 205, run 0. Mean loss in evaluation epoch: 0.4359588623046875, epochs needed: 200
evaluating: matrix 206, run 0. Mean loss in evaluation epoch: 0.4429195523262024, epochs needed: 200
evaluating: matrix 207, run 0. Mean loss in evaluation epoch: 0.438835084438324, epochs needed: 200
evaluating: matrix 208, run 0. Mean loss in evaluation epoch: 0.44322389364242554, epochs needed: 200
evaluating: matrix 209, run 0. Mean loss in evaluation epoch: 0.43386128544807434, epochs needed: 200
evaluating: matrix 210, run 0. Mean loss in evaluation epoch: 0.43856531381607056, epochs needed: 200
evaluating: matrix 211, run 0. Mean loss in evaluation epoch: 0.4327789545059204, epochs needed: 200
evaluating: matrix 212, run 0. Mean loss in evaluation epoch: 0.44140625, epochs needed: 200
evaluating: matrix 213, run 0. Mean loss in evaluation epoch: 0.4376247823238373, epochs needed: 200
evaluating: matrix 214, run 0. Mean loss in evaluation epoch: 0.438071072101593, epochs needed: 200
evaluating: matrix 215, run 0. Mean loss in evaluation epoch: 0.4337348937988281, epochs needed: 200
evaluating: matrix 216, run 0. Mean loss in evaluation epoch: 0.44470489025115967, epochs needed: 200
evaluating: matrix 217, run 0. Mean loss in evaluation epoch: 0.43171489238739014, epochs needed: 200
evaluating: matrix 218, run 0. Mean loss in evaluation epoch: 0.44139695167541504, epochs needed: 200
evaluating: matrix 219, run 0. Mean loss in evaluation epoch: 0.4344378411769867, epochs needed: 200
evaluating: matrix 220, run 0. Mean loss in evaluation epoch: 0.43745559453964233, epochs needed: 200
evaluating: matrix 221, run 0. Mean loss in evaluation epoch: 0.4336813688278198, epochs needed: 200
evaluating: matrix 222, run 0. Mean loss in evaluation epoch: 0.43052440881729126, epochs needed: 200
evaluating: matrix 223, run 0. Mean loss in evaluation epoch: 0.43120458722114563, epochs needed: 200
evaluating: matrix 224, run 0. Mean loss in evaluation epoch: 0.4465407133102417, epochs needed: 200
evaluating: matrix 225, run 0. Mean loss in evaluation epoch: 0.4410513639450073, epochs needed: 200
evaluating: matrix 226, run 0. Mean loss in evaluation epoch: 0.4472983479499817, epochs needed: 200
evaluating: matrix 227, run 0. Mean loss in evaluation epoch: 0.4477585554122925, epochs needed: 200
evaluating: matrix 228, run 0. Mean loss in evaluation epoch: 0.44698765873908997, epochs needed: 200
evaluating: matrix 229, run 0. Mean loss in evaluation epoch: 0.4406907558441162, epochs needed: 200
evaluating: matrix 230, run 0. Mean loss in evaluation epoch: 0.44130444526672363, epochs needed: 200
evaluating: matrix 231, run 0. Mean loss in evaluation epoch: 0.4423463046550751, epochs needed: 200
evaluating: matrix 232, run 0. Mean loss in evaluation epoch: 0.4470832943916321, epochs needed: 200
evaluating: matrix 233, run 0. Mean loss in evaluation epoch: 0.4423971176147461, epochs needed: 200
evaluating: matrix 234, run 0. Mean loss in evaluation epoch: 0.42957353591918945, epochs needed: 200
evaluating: matrix 235, run 0. Mean loss in evaluation epoch: 0.4465944766998291, epochs needed: 200
evaluating: matrix 236, run 0. Mean loss in evaluation epoch: 0.44898557662963867, epochs needed: 200
evaluating: matrix 237, run 0. Mean loss in evaluation epoch: 0.43600523471832275, epochs needed: 200
evaluating: matrix 238, run 0. Mean loss in evaluation epoch: 0.4484363794326782, epochs needed: 200
evaluating: matrix 239, run 0. Mean loss in evaluation epoch: 0.4422401785850525, epochs needed: 200
evaluating: matrix 240, run 0. Mean loss in evaluation epoch: 0.4499158561229706, epochs needed: 200
evaluating: matrix 241, run 0. Mean loss in evaluation epoch: 0.4379276633262634, epochs needed: 200
evaluating: matrix 242, run 0. Mean loss in evaluation epoch: 0.44810211658477783, epochs needed: 200
evaluating: matrix 243, run 0. Mean loss in evaluation epoch: 0.43405598402023315, epochs needed: 200
evaluating: matrix 244, run 0. Mean loss in evaluation epoch: 0.43328380584716797, epochs needed: 200
evaluating: matrix 245, run 0. Mean loss in evaluation epoch: 0.4402913451194763, epochs needed: 200
evaluating: matrix 246, run 0. Mean loss in evaluation epoch: 0.4469914436340332, epochs needed: 200
evaluating: matrix 247, run 0. Mean loss in evaluation epoch: 0.43746739625930786, epochs needed: 200
evaluating: matrix 248, run 0. Mean loss in evaluation epoch: 0.43949028849601746, epochs needed: 200
evaluating: matrix 249, run 0. Mean loss in evaluation epoch: 0.43943625688552856, epochs needed: 200
evaluating: matrix 250, run 0. Mean loss in evaluation epoch: 0.4447353482246399, epochs needed: 200
evaluating: matrix 251, run 0. Mean loss in evaluation epoch: 0.44117581844329834, epochs needed: 200
evaluating: matrix 252, run 0. Mean loss in evaluation epoch: 0.44777849316596985, epochs needed: 200
evaluating: matrix 253, run 0. Mean loss in evaluation epoch: 0.438822865486145, epochs needed: 200
evaluating: matrix 254, run 0. Mean loss in evaluation epoch: 0.44542062282562256, epochs needed: 200
evaluating: matrix 255, run 0. Mean loss in evaluation epoch: 0.43619757890701294, epochs needed: 200
evaluating: matrix 256, run 0. Mean loss in evaluation epoch: 0.4385402798652649, epochs needed: 200
evaluating: matrix 257, run 0. Mean loss in evaluation epoch: 0.4434588849544525, epochs needed: 200
evaluating: matrix 258, run 0. Mean loss in evaluation epoch: 0.4386051297187805, epochs needed: 200
evaluating: matrix 259, run 0. Mean loss in evaluation epoch: 0.4401772916316986, epochs needed: 200
evaluating: matrix 260, run 0. Mean loss in evaluation epoch: 0.4429725408554077, epochs needed: 200
evaluating: matrix 261, run 0. Mean loss in evaluation epoch: 0.4450841546058655, epochs needed: 200
evaluating: matrix 262, run 0. Mean loss in evaluation epoch: 0.4351406693458557, epochs needed: 200
evaluating: matrix 263, run 0. Mean loss in evaluation epoch: 0.43164658546447754, epochs needed: 200
evaluating: matrix 264, run 0. Mean loss in evaluation epoch: 0.44045403599739075, epochs needed: 200
evaluating: matrix 265, run 0. Mean loss in evaluation epoch: 0.4437043070793152, epochs needed: 200
evaluating: matrix 266, run 0. Mean loss in evaluation epoch: 0.4348738193511963, epochs needed: 200
evaluating: matrix 267, run 0. Mean loss in evaluation epoch: 0.438326895236969, epochs needed: 200
evaluating: matrix 268, run 0. Mean loss in evaluation epoch: 0.44492071866989136, epochs needed: 200
evaluating: matrix 269, run 0. Mean loss in evaluation epoch: 0.44099393486976624, epochs needed: 200
evaluating: matrix 270, run 0. Mean loss in evaluation epoch: 0.44194862246513367, epochs needed: 200
evaluating: matrix 271, run 0. Mean loss in evaluation epoch: 0.4385692775249481, epochs needed: 200
evaluating: matrix 272, run 0. Mean loss in evaluation epoch: 0.4479079842567444, epochs needed: 200
evaluating: matrix 273, run 0. Mean loss in evaluation epoch: 0.4340721368789673, epochs needed: 200
