num samples: 4991
NUM_TRAIN_SAMPLES: 4991
NUM_TRAIN_BATCHES: 50
NUM_TEST_SAMPLES: 4991
NUM_TEST_BATCHES: 50
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 10
IS_CONTINUOUS: True
USE_MAX: False
../data/final/cml/timeseries_ba20_5k_4_onetake.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 10
NUM_DYN_EPOCHS_INIT: 40
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 5
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: standard
--------------------- Start training ------------------------
evaluating individudal 0 - bcfde9534d3bfd59. Mean loss in evaluation epoch: 0.09896501153707504, epochs needed: 40
evaluating individudal 20 - 7239b29654f87e98. Mean loss in evaluation epoch: 0.11168602854013443, epochs needed: 40
evaluating individudal 21 - 41ab79f19e209bf2. Mean loss in evaluation epoch: 0.09011436253786087, epochs needed: 40
evaluating individudal 22 - 2f877dfaa46cddff. Mean loss in evaluation epoch: 0.08505454659461975, epochs needed: 40
evaluating individudal 23 - bd7731a794a6e347. Mean loss in evaluation epoch: 0.08880680054426193, epochs needed: 40
evaluating individudal 24 - 96eb39ea7a480ae7. Mean loss in evaluation epoch: 0.08909870684146881, epochs needed: 40
evaluating individudal 25 - 009dbfdc70eccb3e. Mean loss in evaluation epoch: 0.09908847510814667, epochs needed: 40
evaluating individudal 26 - e07b2e6f9215747d. Mean loss in evaluation epoch: 0.09598824381828308, epochs needed: 40
evaluating individudal 27 - ad807bea15b0692e. Mean loss in evaluation epoch: 0.08857183158397675, epochs needed: 40
evaluating individudal 28 - 9be305adc4311d53. Mean loss in evaluation epoch: 0.0857432559132576, epochs needed: 40
evaluating individudal 29 - f875bf15c8aae964. Mean loss in evaluation epoch: 0.08518991619348526, epochs needed: 40
evaluating individudal 30 - abc9005a0370862b. Mean loss in evaluation epoch: 0.0951555073261261, epochs needed: 40
evaluating individudal 31 - ef5e9c407cb49d9d. Mean loss in evaluation epoch: 0.09383657574653625, epochs needed: 40
evaluating individudal 32 - 4be1cf691fea2582. Mean loss in evaluation epoch: 0.09186544269323349, epochs needed: 40
evaluating individudal 33 - 23009b0c88066afa. Mean loss in evaluation epoch: 0.08818017691373825, epochs needed: 40
evaluating individudal 34 - d94d86510fc27779. Mean loss in evaluation epoch: 0.08444289863109589, epochs needed: 40
evaluating individudal 35 - b34a7e8fc481e0fa. Mean loss in evaluation epoch: 0.09193193912506104, epochs needed: 40
evaluating individudal 36 - bb6860222c693113. Mean loss in evaluation epoch: 0.08607761561870575, epochs needed: 40
evaluating individudal 37 - 34217a3979a85cb4. Mean loss in evaluation epoch: 0.10312210023403168, epochs needed: 40
evaluating individudal 38 - a6c5f6c93d9a524b. Mean loss in evaluation epoch: 0.08450773358345032, epochs needed: 40
evaluating individudal 39 - e9e209eff4584530. Mean loss in evaluation epoch: 0.0890040397644043, epochs needed: 40
evaluating individudal 0 - bcfde9534d3bfd59. Mean loss in evaluation epoch: 0.08868074417114258, epochs needed: 40
evaluating individudal 1 - e653c9d83091eaf2. Mean loss in evaluation epoch: 0.0865260660648346, epochs needed: 40
evaluating individudal 2 - 72f998262bbfe450. Mean loss in evaluation epoch: 0.08593814820051193, epochs needed: 40
evaluating individudal 3 - 69390fc8c80db59e. Mean loss in evaluation epoch: 0.10220794379711151, epochs needed: 40
evaluating individudal 4 - 9b2d78cf0e6453cb. Mean loss in evaluation epoch: 0.09619447588920593, epochs needed: 40
evaluating individudal 5 - 6792c0317c2b3f18. Mean loss in evaluation epoch: 0.09754256159067154, epochs needed: 40
evaluating individudal 6 - 1571397118f4ddec. Mean loss in evaluation epoch: 0.10019487142562866, epochs needed: 40
evaluating individudal 7 - f7d7d55008e33627. Mean loss in evaluation epoch: 0.08579663932323456, epochs needed: 40
evaluating individudal 8 - c58ddceb1b9d2e6d. Mean loss in evaluation epoch: 0.0951269194483757, epochs needed: 40
evaluating individudal 9 - e716d3a681e45702. Mean loss in evaluation epoch: 0.08618303388357162, epochs needed: 40
Round 1 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 967b39f46d486a51, num_times_seen_before: 0
ACC: 0.4526315789473684
TPR/FPR: 0.5833333333333334, 0.577922077922078
Loss: 0.08428247272968292
Timestamp: 2712.080601981
---------------------------------------------------------------
evaluating individudal 0 - de8621b0e24386d8. Mean loss in evaluation epoch: 0.08494855463504791, epochs needed: 10
evaluating individudal 1 - 18c7bdcd28a05d34. Mean loss in evaluation epoch: 0.0846102386713028, epochs needed: 10
evaluating individudal 2 - dcf9a63a2e0e652a. Mean loss in evaluation epoch: 0.0846823900938034, epochs needed: 10
evaluating individudal 3 - 35a2f4d577a0f616. Mean loss in evaluation epoch: 0.08395714312791824, epochs needed: 10
evaluating individudal 4 - 4a5504b07d535b92. Mean loss in evaluation epoch: 0.08497234433889389, epochs needed: 10
evaluating individudal 5 - 299e3026f2a20280. Mean loss in evaluation epoch: 0.08317015320062637, epochs needed: 10
evaluating individudal 6 - 9bcdac1e5a205c58. Mean loss in evaluation epoch: 0.08523935824632645, epochs needed: 10
evaluating individudal 7 - c80f552103df2443. Mean loss in evaluation epoch: 0.0848047211766243, epochs needed: 10
evaluating individudal 8 - 823256dab3829d63. Mean loss in evaluation epoch: 0.083715058863163, epochs needed: 10
evaluating individudal 9 - 717f5275f7ba8c89. Mean loss in evaluation epoch: 0.08539023995399475, epochs needed: 10
evaluating individudal 10 - 36b162a824c50043. Mean loss in evaluation epoch: 0.08500361442565918, epochs needed: 10
evaluating individudal 11 - fd45effa574020af. Mean loss in evaluation epoch: 0.09521853178739548, epochs needed: 10
evaluating individudal 12 - 28597bc67a737d3d. Mean loss in evaluation epoch: 0.08330043405294418, epochs needed: 10
evaluating individudal 13 - c29d16baa5fbe44f. Mean loss in evaluation epoch: 0.09250710159540176, epochs needed: 10
evaluating individudal 14 - f7db49d35315851e. Mean loss in evaluation epoch: 0.08265096694231033, epochs needed: 10
evaluating individudal 15 - b50ddf3cfc608c94. Mean loss in evaluation epoch: 0.08363243192434311, epochs needed: 10
evaluating individudal 16 - f102b494f152b174. Mean loss in evaluation epoch: 0.08274886012077332, epochs needed: 10
evaluating individudal 17 - 801a1a655cfc65eb. Mean loss in evaluation epoch: 0.08475013822317123, epochs needed: 10
evaluating individudal 18 - 84d27f1eb9427c8d. Mean loss in evaluation epoch: 0.08381514251232147, epochs needed: 10
evaluating individudal 19 - c0b16c5bab8da4af. Mean loss in evaluation epoch: 0.0837525799870491, epochs needed: 10
evaluating individudal 20 - b560aca19d20f741. Mean loss in evaluation epoch: 0.0845654308795929, epochs needed: 10
evaluating individudal 21 - 2936df78f3739d12. Mean loss in evaluation epoch: 0.08307832479476929, epochs needed: 10
evaluating individudal 22 - df4187142f863812. Mean loss in evaluation epoch: 0.08570931106805801, epochs needed: 10
evaluating individudal 23 - 657a46e2a526fc8d. Mean loss in evaluation epoch: 0.08440937101840973, epochs needed: 10
evaluating individudal 24 - adde522395c0820d. Mean loss in evaluation epoch: 0.08358531445264816, epochs needed: 10
evaluating individudal 25 - 459e3893cf4115d0. Mean loss in evaluation epoch: 0.08466529846191406, epochs needed: 10
evaluating individudal 26 - 40896a800c5e221f. Mean loss in evaluation epoch: 0.08413472771644592, epochs needed: 10
evaluating individudal 27 - a14d95cfbb331a17. Mean loss in evaluation epoch: 0.08397933095693588, epochs needed: 10
evaluating individudal 28 - c07ee8ec5704ee2d. Mean loss in evaluation epoch: 0.08438220620155334, epochs needed: 10
evaluating individudal 29 - 8150b8792c39b92a. Mean loss in evaluation epoch: 0.08248493820428848, epochs needed: 10
evaluating individudal 30 - 11b1a22095d89292. Mean loss in evaluation epoch: 0.08356619626283646, epochs needed: 10
evaluating individudal 31 - ffd5500b26f85578. Mean loss in evaluation epoch: 0.08369716256856918, epochs needed: 10
evaluating individudal 32 - e0c7535412c082d4. Mean loss in evaluation epoch: 0.08365312218666077, epochs needed: 10
evaluating individudal 33 - 1f50a9b70505e781. Mean loss in evaluation epoch: 0.08247262984514236, epochs needed: 10
evaluating individudal 34 - 25c098792fffb516. Mean loss in evaluation epoch: 0.08394698798656464, epochs needed: 10
evaluating individudal 35 - 86d6b0503ae7ac8a. Mean loss in evaluation epoch: 0.08336280286312103, epochs needed: 10
evaluating individudal 36 - 5c9cb5fb8f6e5aa5. Mean loss in evaluation epoch: 0.08308135718107224, epochs needed: 10
evaluating individudal 37 - cd82481a4dc051c7. Mean loss in evaluation epoch: 0.08237855136394501, epochs needed: 10
evaluating individudal 38 - afd04b79b54675ea. Mean loss in evaluation epoch: 0.08423230797052383, epochs needed: 10
evaluating individudal 39 - e19e4652a8200974. Mean loss in evaluation epoch: 0.08339724689722061, epochs needed: 10
evaluating individudal 0 - 967b39f46d486a51. Mean loss in evaluation epoch: 0.08376243710517883, epochs needed: 10
evaluating individudal 1 - d94d86510fc27779. Mean loss in evaluation epoch: 0.08579414337873459, epochs needed: 10
evaluating individudal 2 - a6c5f6c93d9a524b. Mean loss in evaluation epoch: 0.08293141424655914, epochs needed: 10
evaluating individudal 3 - 8adb970454bf0476. Mean loss in evaluation epoch: 0.08398663997650146, epochs needed: 10
evaluating individudal 4 - 56a3607a9e190c9b. Mean loss in evaluation epoch: 0.08374582976102829, epochs needed: 10
evaluating individudal 5 - 2f877dfaa46cddff. Mean loss in evaluation epoch: 0.0850808396935463, epochs needed: 10
evaluating individudal 6 - f875bf15c8aae964. Mean loss in evaluation epoch: 0.08443103730678558, epochs needed: 10
evaluating individudal 7 - 9be305adc4311d53. Mean loss in evaluation epoch: 0.08394033461809158, epochs needed: 10
evaluating individudal 8 - f7d7d55008e33627. Mean loss in evaluation epoch: 0.08482223004102707, epochs needed: 10
evaluating individudal 9 - 72f998262bbfe450. Mean loss in evaluation epoch: 0.0844263806939125, epochs needed: 10
Round 2 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: cd82481a4dc051c7, num_times_seen_before: 0
ACC: 0.5210526315789474
TPR/FPR: 0.7222222222222222, 0.525974025974026
Loss: 0.08237855136394501
Timestamp: 3451.8533793300003
---------------------------------------------------------------
evaluating individudal 0 - 07c7a28c4796be66. Mean loss in evaluation epoch: 0.08313243836164474, epochs needed: 10
evaluating individudal 1 - 6aab2a1ee32e5153. Mean loss in evaluation epoch: 0.08291973173618317, epochs needed: 10
evaluating individudal 2 - 16f661a2ae30e99c. Mean loss in evaluation epoch: 0.08291514962911606, epochs needed: 10
evaluating individudal 3 - bf71887a98591016. Mean loss in evaluation epoch: 0.08381722867488861, epochs needed: 10
evaluating individudal 4 - be0c962987f05ada. Mean loss in evaluation epoch: 0.08241762220859528, epochs needed: 10
evaluating individudal 5 - 99f8baeba835f569. Mean loss in evaluation epoch: 0.0823407918214798, epochs needed: 10
evaluating individudal 6 - 46d3301ab9cc2472. Mean loss in evaluation epoch: 0.08291108161211014, epochs needed: 10
evaluating individudal 7 - 1e14fd412cbf0467. Mean loss in evaluation epoch: 0.08183329552412033, epochs needed: 10
evaluating individudal 8 - 43689186c5eee37e. Mean loss in evaluation epoch: 0.08412746340036392, epochs needed: 10
evaluating individudal 9 - 8eb0391c5b92d978. Mean loss in evaluation epoch: 0.08360784500837326, epochs needed: 10
evaluating individudal 10 - c46ec809130fe3ef. Mean loss in evaluation epoch: 0.08162561058998108, epochs needed: 10
evaluating individudal 11 - 5475dae7ac8a0b4b. Mean loss in evaluation epoch: 0.08181997388601303, epochs needed: 10
evaluating individudal 12 - 4e29700d61855229. Mean loss in evaluation epoch: 0.08202046900987625, epochs needed: 10
evaluating individudal 13 - 8940f469b2f7a17c. Mean loss in evaluation epoch: 0.08286717534065247, epochs needed: 10
evaluating individudal 14 - a6b83753631cab33. Mean loss in evaluation epoch: 0.08228602260351181, epochs needed: 10
evaluating individudal 15 - 1728df682e667dd9. Mean loss in evaluation epoch: 0.08211465924978256, epochs needed: 10
evaluating individudal 16 - d2c4103c8d622b98. Mean loss in evaluation epoch: 0.08167716860771179, epochs needed: 10
evaluating individudal 17 - 13fc1bdc69dda56d. Mean loss in evaluation epoch: 0.08225975185632706, epochs needed: 10
evaluating individudal 18 - a346ef7af0d7670e. Mean loss in evaluation epoch: 0.08199424296617508, epochs needed: 10
evaluating individudal 19 - 11ad0e5b05a63a30. Mean loss in evaluation epoch: 0.08110056817531586, epochs needed: 10
evaluating individudal 20 - b447bf0f84f83a02. Mean loss in evaluation epoch: 0.08225448429584503, epochs needed: 10
evaluating individudal 21 - 8457e6a98c49df4b. Mean loss in evaluation epoch: 0.08101166784763336, epochs needed: 10
evaluating individudal 22 - 8875bf16fddeff64. Mean loss in evaluation epoch: 0.08119866997003555, epochs needed: 10
evaluating individudal 23 - 61be3c1864e6fc80. Mean loss in evaluation epoch: 0.08193378150463104, epochs needed: 10
evaluating individudal 24 - db5c6193fbca7cb6. Mean loss in evaluation epoch: 0.08310947567224503, epochs needed: 10
evaluating individudal 25 - dfa21ce3dfc388c8. Mean loss in evaluation epoch: 0.08577319979667664, epochs needed: 10
evaluating individudal 26 - 12c7b6cd174baa6f. Mean loss in evaluation epoch: 0.08260973542928696, epochs needed: 10
evaluating individudal 27 - 34c1502a184f7a21. Mean loss in evaluation epoch: 0.08146161586046219, epochs needed: 10
evaluating individudal 28 - a44223ad641c7285. Mean loss in evaluation epoch: 0.08231060951948166, epochs needed: 10
evaluating individudal 29 - fa1b829129d0937e. Mean loss in evaluation epoch: 0.08242502063512802, epochs needed: 10
evaluating individudal 30 - f50cacc9ce16e534. Mean loss in evaluation epoch: 0.0818648710846901, epochs needed: 10
evaluating individudal 31 - 5954209981e9b413. Mean loss in evaluation epoch: 0.08204413950443268, epochs needed: 10
evaluating individudal 32 - 037c45f8ed5d9ab5. Mean loss in evaluation epoch: 0.08170067518949509, epochs needed: 10
evaluating individudal 33 - 10fc19e772ad19d0. Mean loss in evaluation epoch: 0.08155068010091782, epochs needed: 10
evaluating individudal 34 - 9bbda5edd9cc3a37. Mean loss in evaluation epoch: 0.0822017639875412, epochs needed: 10
evaluating individudal 35 - 331d2c79a7957343. Mean loss in evaluation epoch: 0.08202527463436127, epochs needed: 10
evaluating individudal 36 - 50f3d40c6ec4ed2a. Mean loss in evaluation epoch: 0.0818011611700058, epochs needed: 10
evaluating individudal 37 - 901434ae0ee385f2. Mean loss in evaluation epoch: 0.08173684775829315, epochs needed: 10
evaluating individudal 38 - 371af4968d046f24. Mean loss in evaluation epoch: 0.0819411650300026, epochs needed: 10
evaluating individudal 39 - e02b73cecb404bb4. Mean loss in evaluation epoch: 0.08358178287744522, epochs needed: 10
evaluating individudal 0 - cd82481a4dc051c7. Mean loss in evaluation epoch: 0.08173610270023346, epochs needed: 10
evaluating individudal 1 - 1f50a9b70505e781. Mean loss in evaluation epoch: 0.08287879824638367, epochs needed: 10
evaluating individudal 2 - 8150b8792c39b92a. Mean loss in evaluation epoch: 0.08266027271747589, epochs needed: 10
evaluating individudal 3 - f7db49d35315851e. Mean loss in evaluation epoch: 0.08338533341884613, epochs needed: 10
evaluating individudal 4 - f102b494f152b174. Mean loss in evaluation epoch: 0.08237310498952866, epochs needed: 10
evaluating individudal 5 - a6c5f6c93d9a524b. Mean loss in evaluation epoch: 0.08229783177375793, epochs needed: 10
evaluating individudal 6 - 2936df78f3739d12. Mean loss in evaluation epoch: 0.08190057426691055, epochs needed: 10
evaluating individudal 7 - 5c9cb5fb8f6e5aa5. Mean loss in evaluation epoch: 0.08356765657663345, epochs needed: 10
evaluating individudal 8 - 299e3026f2a20280. Mean loss in evaluation epoch: 0.08273404836654663, epochs needed: 10
evaluating individudal 9 - 28597bc67a737d3d. Mean loss in evaluation epoch: 0.08274374157190323, epochs needed: 10
Round 3 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 8457e6a98c49df4b, num_times_seen_before: 0
ACC: 0.5473684210526315
TPR/FPR: 0.8333333333333334, 0.5194805194805194
Loss: 0.08101166784763336
Timestamp: 4184.971254311
---------------------------------------------------------------
evaluating individudal 0 - 3f93c5f1b3b66e43. Mean loss in evaluation epoch: 0.0803314745426178, epochs needed: 10
evaluating individudal 1 - b8ca27daff665d5c. Mean loss in evaluation epoch: 0.07995712012052536, epochs needed: 10
evaluating individudal 2 - a1b2c6c2e14932ae. Mean loss in evaluation epoch: 0.0814640149474144, epochs needed: 10
evaluating individudal 3 - de86fa412953a645. Mean loss in evaluation epoch: 0.08037885278463364, epochs needed: 10
evaluating individudal 4 - 62d473b240990278. Mean loss in evaluation epoch: 0.08072063326835632, epochs needed: 10
evaluating individudal 5 - 79868609bb26e151. Mean loss in evaluation epoch: 0.08056197315454483, epochs needed: 10
evaluating individudal 6 - 155404e383c4a518. Mean loss in evaluation epoch: 0.08066083490848541, epochs needed: 10
evaluating individudal 7 - 48f628554ad62ae9. Mean loss in evaluation epoch: 0.08097244054079056, epochs needed: 10
evaluating individudal 8 - 92f3442f49bba5b7. Mean loss in evaluation epoch: 0.081990085542202, epochs needed: 10
evaluating individudal 9 - 4d5913f7ad3cc7a9. Mean loss in evaluation epoch: 0.08082107454538345, epochs needed: 10
evaluating individudal 10 - 7b59e52929c7de81. Mean loss in evaluation epoch: 0.07994388788938522, epochs needed: 10
evaluating individudal 11 - c649c0635010e89d. Mean loss in evaluation epoch: 0.08036506175994873, epochs needed: 10
evaluating individudal 12 - 85e7451975cbf343. Mean loss in evaluation epoch: 0.0803893432021141, epochs needed: 10
evaluating individudal 13 - 9e9ac6c07aea8979. Mean loss in evaluation epoch: 0.07906676828861237, epochs needed: 10
evaluating individudal 14 - fd1177cabe3e37b7. Mean loss in evaluation epoch: 0.07971438020467758, epochs needed: 10
evaluating individudal 15 - acbc02bda12a48c1. Mean loss in evaluation epoch: 0.08038517087697983, epochs needed: 10
evaluating individudal 16 - 54b4689bf72312e6. Mean loss in evaluation epoch: 0.08010134845972061, epochs needed: 10
evaluating individudal 17 - 5f17cdbe1e7d57e7. Mean loss in evaluation epoch: 0.08098661154508591, epochs needed: 10
evaluating individudal 18 - 16b78562477ea9e5. Mean loss in evaluation epoch: 0.07967162877321243, epochs needed: 10
evaluating individudal 19 - 233faaa4f9f6473d. Mean loss in evaluation epoch: 0.08151905983686447, epochs needed: 10
evaluating individudal 20 - e75fea22ebaef766. Mean loss in evaluation epoch: 0.07849027216434479, epochs needed: 10
evaluating individudal 21 - 2bfb22ea1d1c3c62. Mean loss in evaluation epoch: 0.08114729821681976, epochs needed: 10
evaluating individudal 22 - 6809fc4591185f96. Mean loss in evaluation epoch: 0.08063109964132309, epochs needed: 10
evaluating individudal 23 - f7c77f3718a35849. Mean loss in evaluation epoch: 0.07965321093797684, epochs needed: 10
evaluating individudal 24 - 76677f8d21b61904. Mean loss in evaluation epoch: 0.08097367733716965, epochs needed: 10
evaluating individudal 25 - 58d8151ed6e8524b. Mean loss in evaluation epoch: 0.07972171902656555, epochs needed: 10
evaluating individudal 26 - bba7fad0c170bba8. Mean loss in evaluation epoch: 0.08118221163749695, epochs needed: 10
evaluating individudal 27 - 6dcfe964709126bc. Mean loss in evaluation epoch: 0.0789400115609169, epochs needed: 10
evaluating individudal 28 - fa08830dc068f4da. Mean loss in evaluation epoch: 0.08016464114189148, epochs needed: 10
evaluating individudal 29 - ca3243a1eba43e97. Mean loss in evaluation epoch: 0.08094757050275803, epochs needed: 10
evaluating individudal 30 - 6ceb7dbf38e53ec2. Mean loss in evaluation epoch: 0.08028968423604965, epochs needed: 10
evaluating individudal 31 - 50e6d82fdb058db3. Mean loss in evaluation epoch: 0.0792376771569252, epochs needed: 10
evaluating individudal 32 - c0426f355164c404. Mean loss in evaluation epoch: 0.0788874700665474, epochs needed: 10
evaluating individudal 33 - 498d8abbf6228db9. Mean loss in evaluation epoch: 0.07958470284938812, epochs needed: 10
evaluating individudal 34 - f97439f023787fc5. Mean loss in evaluation epoch: 0.08024292439222336, epochs needed: 10
evaluating individudal 35 - 44728c4452f8160d. Mean loss in evaluation epoch: 0.07888870686292648, epochs needed: 10
evaluating individudal 36 - 2ead72e4818c9a16. Mean loss in evaluation epoch: 0.07936534285545349, epochs needed: 10
evaluating individudal 37 - 5c4c97f6603890ed. Mean loss in evaluation epoch: 0.08096126466989517, epochs needed: 10
evaluating individudal 38 - 7b12df9181d2e730. Mean loss in evaluation epoch: 0.07941508293151855, epochs needed: 10
evaluating individudal 39 - 8f4ba513898e5511. Mean loss in evaluation epoch: 0.08176687359809875, epochs needed: 10
evaluating individudal 0 - 8457e6a98c49df4b. Mean loss in evaluation epoch: 0.07992182672023773, epochs needed: 10
evaluating individudal 1 - 11ad0e5b05a63a30. Mean loss in evaluation epoch: 0.08059675246477127, epochs needed: 10
evaluating individudal 2 - 8875bf16fddeff64. Mean loss in evaluation epoch: 0.08078403025865555, epochs needed: 10
evaluating individudal 3 - 34c1502a184f7a21. Mean loss in evaluation epoch: 0.08159961551427841, epochs needed: 10
evaluating individudal 4 - 10fc19e772ad19d0. Mean loss in evaluation epoch: 0.0812949389219284, epochs needed: 10
evaluating individudal 5 - c46ec809130fe3ef. Mean loss in evaluation epoch: 0.08075309544801712, epochs needed: 10
evaluating individudal 6 - d2c4103c8d622b98. Mean loss in evaluation epoch: 0.08217031508684158, epochs needed: 10
evaluating individudal 7 - 037c45f8ed5d9ab5. Mean loss in evaluation epoch: 0.0823507159948349, epochs needed: 10
evaluating individudal 8 - cd82481a4dc051c7. Mean loss in evaluation epoch: 0.08152137696743011, epochs needed: 10
evaluating individudal 9 - 901434ae0ee385f2. Mean loss in evaluation epoch: 0.08058285713195801, epochs needed: 10
Round 4 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: e75fea22ebaef766, num_times_seen_before: 0
ACC: 0.6631578947368422
TPR/FPR: 0.8333333333333334, 0.37662337662337664
Loss: 0.07849027216434479
Timestamp: 4924.9550256170005
---------------------------------------------------------------
evaluating individudal 0 - 6d1bcb82929a81e0. Mean loss in evaluation epoch: 0.0802982971072197, epochs needed: 10
evaluating individudal 1 - c1f1ff999c28e9c5. Mean loss in evaluation epoch: 0.078398697078228, epochs needed: 10
evaluating individudal 2 - 60473f429877aed2. Mean loss in evaluation epoch: 0.07981269061565399, epochs needed: 10
evaluating individudal 3 - 89f02c044059b1db. Mean loss in evaluation epoch: 0.07600327581167221, epochs needed: 10
evaluating individudal 4 - 01d84add73ee01ec. Mean loss in evaluation epoch: 0.07671701908111572, epochs needed: 10
evaluating individudal 5 - 579e8aa48f0fcd1a. Mean loss in evaluation epoch: 0.07863205671310425, epochs needed: 10
evaluating individudal 6 - 14207ef50c2667ab. Mean loss in evaluation epoch: 0.07926669716835022, epochs needed: 10
evaluating individudal 7 - 64e2dd10dfa8182f. Mean loss in evaluation epoch: 0.07810572534799576, epochs needed: 10
